zone_id,hour_of_day,day_of_week,vessel_count,avg_draft_m,weather_wind_knots,weather_visibility_nm,tide_height_m,quay_crane_utilization,yard_occupancy_pct,congestion_index
B,6,1,19,12.88,22.6,8.5,3.15,0.99,0.905,88.88
B,23,6,9,11.03,9.0,7.1,4.01,0.739,0.863,70.61
B,3,4,9,11.65,21.6,9.4,2.5,0.805,0.722,72.81
B,23,0,13,12.21,14.7,6.9,1.91,0.425,0.741,78.17
B,15,1,14,13.57,14.3,7.2,3.5,0.913,0.969,89.54
B,16,5,7,12.85,8.7,10.5,1.15,0.973,0.98,90.18
B,3,1,18,10.52,13.3,8.0,4.63,0.643,0.488,59.97
B,23,0,5,13.37,8.0,5.9,3.91,0.831,0.706,60.67
B,14,0,10,13.04,5.0,7.5,4.17,0.99,0.85,81.35
B,16,5,12,11.67,11.0,7.9,2.48,0.99,0.803,85.97
B,7,5,14,12.44,7.0,5.2,3.43,0.906,0.645,74.02
B,4,5,15,14.97,9.3,4.4,4.98,0.906,0.651,78.92
B,20,6,3,14.22,17.9,5.8,2.87,0.943,0.98,68.94
B,9,5,10,13.9,13.6,7.0,3.57,0.99,0.98,85.67
B,20,2,19,13.43,32.4,5.5,2.97,0.937,0.775,96.68
B,20,2,11,13.11,11.7,7.5,2.58,0.99,0.934,87.06
B,2,3,13,13.9,8.2,3.3,2.84,0.61,0.488,66.43
B,17,2,8,13.99,5.8,7.0,2.67,0.99,0.889,79.1
B,9,3,12,14.58,20.0,7.9,3.19,0.99,0.623,77.9
B,4,1,7,13.5,9.4,6.6,4.69,0.834,0.764,68.83
B,8,6,16,13.13,41.8,9.9,3.44,0.945,0.751,99.0
B,5,4,14,13.09,23.2,8.8,4.26,0.583,0.634,66.32
B,21,1,11,12.97,3.9,9.1,4.15,0.741,0.85,78.16
B,15,2,14,13.87,15.1,6.2,2.21,0.983,0.796,83.85
B,15,3,17,13.35,9.2,7.4,2.96,0.789,0.873,79.92
B,21,3,14,13.77,10.8,5.3,5.4,0.63,0.498,62.07
B,2,3,15,14.63,21.9,8.9,1.22,0.771,0.685,87.95
B,15,6,19,13.63,20.9,5.2,2.97,0.99,0.843,87.22
B,18,6,14,14.38,9.0,10.0,2.17,0.99,0.92,88.63
B,23,5,13,14.61,7.9,6.3,2.2,0.436,0.794,68.56
C,1,2,6,8.68,4.5,8.0,2.09,0.668,0.415,47.9
C,2,6,6,10.25,24.6,10.4,3.07,0.332,0.339,38.45
C,4,5,3,10.99,11.5,9.2,4.97,0.398,0.438,32.19
C,23,5,9,11.08,12.2,7.1,3.23,0.171,0.571,45.11
C,16,2,6,8.99,24.2,8.7,1.28,0.58,0.604,72.4
C,13,4,9,11.59,12.0,2.6,5.4,0.61,0.829,71.55
C,17,3,9,10.82,7.1,4.0,2.88,0.727,0.693,68.84
C,18,6,7,13.21,15.7,8.4,2.94,0.758,0.763,65.12
C,16,1,8,8.9,21.9,8.4,3.19,0.715,0.64,62.69
C,3,0,3,13.31,18.4,4.5,2.73,0.367,0.245,31.13
C,1,0,6,13.32,4.4,7.6,2.93,0.235,0.597,43.03
C,20,3,8,10.89,17.3,7.4,4.66,0.803,0.688,67.33
C,3,0,2,10.89,7.6,6.4,3.26,0.392,0.596,40.98
C,13,3,5,10.42,23.4,5.7,0.9,0.538,0.98,78.22
C,2,0,2,10.34,6.4,6.8,4.52,0.403,0.437,30.63
C,1,5,8,10.02,12.4,1.8,2.28,0.557,0.516,61.2
C,5,1,9,10.11,32.7,10.8,1.75,0.397,0.644,83.15
C,8,4,8,8.77,20.7,6.9,3.61,0.699,0.671,62.25
C,18,1,9,8.95,13.3,5.5,2.68,0.562,0.724,63.45
C,5,6,5,10.72,6.8,8.7,4.6,0.131,0.552,36.13
C,2,4,4,10.54,10.3,6.2,3.82,0.159,0.511,34.22
C,2,5,4,9.34,3.6,4.5,2.3,0.411,0.247,31.23
C,8,3,12,10.01,14.5,7.1,3.74,0.731,0.677,71.87
C,13,2,7,9.67,7.4,11.5,3.34,0.581,0.631,56.42
C,18,4,10,10.47,30.5,6.2,3.32,0.712,0.803,88.5
C,12,0,7,10.29,7.1,5.3,3.57,0.651,0.622,59.32
C,1,4,3,9.99,11.8,9.4,2.16,0.439,0.478,36.56
C,11,1,9,10.62,11.2,4.1,3.07,0.735,0.541,60.55
C,13,0,9,11.06,3.6,4.0,4.54,0.637,0.62,62.69
C,8,5,5,12.02,11.5,6.8,3.7,0.615,0.65,50.36
C,19,2,8,10.29,27.5,10.8,4.53,0.714,0.58,70.11
C,18,6,11,9.84,24.5,3.1,2.45,0.572,0.778,78.37
C,11,2,8,12.6,23.3,9.1,2.49,0.918,0.555,68.03
C,20,3,8,8.65,15.9,7.2,4.71,0.417,0.53,52.81
C,23,0,3,10.6,15.5,4.9,5.01,0.58,0.533,43.71
C,12,4,10,10.26,9.9,2.8,4.27,0.509,0.7,65.86
C,2,3,6,9.55,18.0,10.2,2.34,0.546,0.455,46.93
C,15,0,7,11.99,19.8,5.0,2.97,0.816,0.469,55.22
C,6,2,7,11.18,13.7,8.9,2.8,0.511,0.505,47.67
C,5,0,4,10.17,5.9,11.7,3.42,0.254,0.741,44.93
C,18,5,10,8.4,9.1,2.6,2.99,0.501,0.75,69.9
C,16,2,10,10.67,24.9,11.0,4.02,0.38,0.661,63.43
C,22,2,8,9.73,17.9,5.9,3.26,0.532,0.593,55.59
C,23,6,7,10.68,6.7,11.9,2.34,0.384,0.786,59.02
C,7,6,9,11.44,15.5,10.7,2.67,0.669,0.563,61.42
C,14,1,10,10.65,8.9,6.1,2.91,0.99,0.542,70.75
C,19,0,6,10.84,14.1,5.7,2.66,0.465,0.409,45.02
C,6,3,11,9.34,12.8,7.1,2.93,0.633,0.657,66.5
C,21,1,7,9.87,2.9,5.9,2.22,0.306,0.742,51.37
C,0,3,6,10.48,14.6,3.1,3.57,0.444,0.455,49.29
C,2,1,8,11.23,9.9,12.0,4.25,0.275,0.493,43.02
C,0,4,4,11.16,11.1,9.9,1.83,0.468,0.464,51.81
C,19,0,9,10.28,11.3,9.3,1.54,0.713,0.769,78.36
C,17,5,8,8.85,29.1,9.4,3.7,0.677,0.701,76.28
C,10,0,10,9.91,2.0,3.5,3.48,0.922,0.613,75.93
C,1,6,5,10.9,15.0,8.9,3.01,0.069,0.662,41.78
C,9,0,5,10.32,21.3,9.3,2.08,0.564,0.573,51.0
C,19,3,9,9.78,7.4,6.5,5.03,0.393,0.602,55.15
C,9,1,6,10.69,14.1,11.4,3.01,0.584,0.513,46.83
C,6,5,8,10.73,7.5,12.0,3.73,0.51,0.667,57.71
C,17,0,8,9.44,8.7,9.2,1.97,0.43,0.656,67.18
C,1,4,6,9.6,2.7,4.4,4.72,0.484,0.552,46.55
C,18,4,11,10.41,27.1,6.5,2.73,0.751,0.565,70.89
C,18,5,11,10.11,12.4,10.0,5.4,0.709,0.533,62.35
C,13,2,9,12.02,6.9,11.1,2.39,0.561,0.732,65.48
C,5,1,9,12.38,12.5,6.8,3.8,0.481,0.626,56.68
C,13,6,6,10.27,3.2,10.6,1.93,0.739,0.496,59.69
C,4,2,6,9.25,17.3,9.7,4.7,0.051,0.586,37.12
C,22,1,6,10.94,3.5,5.1,1.69,0.28,0.397,48.39
C,12,4,9,10.12,5.2,8.4,2.39,0.651,0.595,57.84
C,20,6,8,8.91,8.1,7.7,3.72,0.76,0.687,67.08
C,0,1,5,13.75,23.6,8.4,2.31,0.659,0.493,49.5
C,4,0,4,10.58,27.8,5.2,0.9,0.294,0.541,61.66
C,17,2,7,11.19,6.1,11.4,2.96,0.773,0.753,66.87
C,2,5,4,12.6,3.1,8.4,1.72,0.578,0.586,60.65
C,12,5,6,11.53,16.4,3.3,3.53,0.648,0.517,56.57
C,19,3,12,8.2,12.3,8.8,3.42,0.6,0.611,67.42
C,17,2,7,13.46,11.9,9.0,4.94,0.747,0.555,56.9
C,5,2,7,9.02,9.2,4.6,2.88,0.561,0.682,56.14
C,16,1,6,10.02,13.9,8.6,2.52,0.542,0.844,62.51
C,17,4,8,8.36,46.4,8.0,1.96,0.729,0.519,99.0
C,18,0,8,11.94,19.6,7.7,3.34,0.454,0.927,66.97
C,11,4,11,12.45,7.5,7.9,2.05,0.561,0.743,68.51
C,14,3,7,11.88,15.2,7.8,5.01,0.779,0.675,63.03
C,18,6,10,10.79,4.7,8.3,4.09,0.603,0.709,64.47
C,20,6,3,8.83,13.4,7.8,2.77,0.593,0.673,47.16
C,6,2,8,8.84,12.3,5.7,3.02,0.587,0.619,58.48
C,11,2,12,9.83,10.3,3.3,2.77,0.642,0.837,80.45
C,12,4,7,11.82,13.5,4.9,5.4,0.582,0.464,48.1
C,6,0,7,11.63,6.9,4.9,3.91,0.58,0.621,56.03
C,20,3,5,12.18,10.9,11.1,3.56,0.484,0.626,44.04
C,21,3,5,12.37,11.5,9.1,4.37,0.526,0.605,46.08
C,14,2,8,10.62,16.7,8.0,3.12,0.412,0.548,49.59
C,17,0,8,7.18,28.0,7.3,3.83,0.588,0.701,71.89
C,12,4,8,12.22,5.5,8.2,4.1,0.687,0.74,60.26
C,1,2,5,11.92,6.1,6.4,2.23,0.489,0.536,44.4
C,11,2,12,10.58,10.8,10.1,2.87,0.629,0.692,69.85
C,16,3,6,9.52,6.1,5.9,4.46,0.658,0.564,52.93
C,14,0,5,10.73,13.4,7.7,3.95,0.659,0.688,55.11
C,18,6,8,12.62,19.9,8.1,2.49,0.459,0.756,57.23
C,15,3,9,9.37,15.0,6.4,4.24,0.647,0.735,64.86
C,0,5,2,8.57,10.0,9.2,2.63,0.382,0.467,32.66
C,2,0,4,9.41,11.5,5.1,4.22,0.332,0.599,38.03
C,0,6,3,10.76,23.5,2.9,0.9,0.471,0.737,70.05
C,8,3,7,12.05,5.9,7.8,3.14,0.47,0.494,48.03
C,8,4,8,10.69,20.2,6.7,4.49,0.73,0.409,54.84
C,11,2,5,11.82,5.0,11.0,3.42,0.814,0.738,62.83
C,22,2,4,11.95,15.7,5.6,2.3,0.439,0.473,38.79
C,14,3,9,11.34,28.4,11.2,3.63,0.633,0.519,65.73
C,3,5,6,10.77,5.2,6.7,3.39,0.262,0.503,40.78
C,7,0,8,11.09,24.9,8.5,3.03,0.908,0.82,80.05
C,22,2,6,9.6,16.7,5.4,2.6,0.547,0.466,44.13
C,21,3,4,10.46,25.8,10.1,2.96,0.494,0.687,59.07
C,22,6,3,10.31,12.2,7.8,2.27,0.342,0.427,33.11
C,9,1,5,9.21,11.3,7.9,3.03,0.706,0.735,55.93
C,9,1,6,8.9,6.5,8.3,3.15,0.43,0.799,59.31
C,22,6,3,9.4,20.4,10.1,2.9,0.724,0.476,47.19
C,5,5,4,10.28,7.4,7.1,3.93,0.625,0.523,44.31
C,13,2,10,12.03,13.5,8.1,2.45,0.616,0.649,64.79
C,22,4,3,12.1,11.6,9.2,3.19,0.441,0.526,39.66
C,1,6,1,9.55,11.3,9.5,2.96,0.362,0.529,32.56
C,4,3,2,9.67,11.4,7.2,4.58,0.256,0.357,26.34
C,15,2,6,11.19,26.5,9.1,3.6,0.802,0.79,70.04
C,10,6,9,11.37,16.2,4.1,4.24,0.597,0.784,67.21
C,18,0,8,9.31,13.9,3.0,2.32,0.648,0.614,65.86
C,6,6,8,9.9,10.4,9.7,1.64,0.711,0.825,79.52
C,16,1,11,11.0,30.9,8.7,2.9,0.99,0.534,86.15
C,23,6,5,12.15,2.6,4.4,3.28,0.517,0.579,50.23
C,13,6,5,10.66,11.8,2.8,1.84,0.795,0.5,67.32
C,22,6,5,10.68,30.0,7.9,1.26,0.607,0.578,67.16
C,6,6,10,12.15,7.2,11.4,3.94,0.781,0.778,73.32
C,7,6,9,10.04,13.2,10.7,3.89,0.805,0.512,61.12
C,10,2,7,11.94,8.9,10.1,3.1,0.62,0.603,56.28
C,4,5,4,11.78,13.8,5.0,3.1,0.268,0.693,39.38
C,17,1,9,11.46,17.5,8.6,3.22,0.641,0.809,67.99
C,9,3,6,11.68,8.5,4.4,2.5,0.627,0.638,54.42
C,8,6,9,7.81,22.2,5.1,3.56,0.48,0.71,62.41
C,16,2,5,10.72,9.5,6.1,2.43,0.525,0.643,52.29
C,11,1,9,8.49,7.6,4.8,2.12,0.518,0.649,58.78
C,1,4,8,8.49,7.7,11.2,2.4,0.251,0.48,44.38
C,3,3,11,10.2,3.3,10.8,2.58,0.443,0.544,56.23
C,19,6,8,8.19,30.1,6.5,4.68,0.508,0.759,71.16
C,18,0,7,10.98,9.7,6.8,3.67,0.584,0.728,57.0
C,0,1,4,10.2,12.9,9.0,3.48,0.291,0.527,40.68
C,2,0,6,10.88,12.8,8.8,2.79,0.302,0.369,33.85
C,16,3,10,11.71,14.6,6.5,1.91,0.81,0.733,84.08
C,3,5,6,12.38,27.4,6.8,2.41,0.529,0.615,58.43
C,3,5,6,9.8,9.5,6.1,1.61,0.288,0.543,55.83
C,15,3,6,12.81,17.2,8.6,3.76,0.845,0.628,60.34
C,9,1,8,11.49,14.1,5.6,3.23,0.696,0.631,62.42
C,15,6,7,11.66,15.6,10.9,0.9,0.742,0.708,76.43
C,0,0,5,12.73,14.0,7.6,3.97,0.549,0.606,51.18
C,15,2,3,8.12,8.4,6.6,2.06,0.64,0.641,49.88
C,9,1,5,11.84,8.2,7.3,2.93,0.99,0.459,54.59
C,6,1,10,12.01,7.2,7.6,2.22,0.623,0.74,65.97
C,20,2,9,9.93,9.2,8.9,3.17,0.759,0.602,62.0
C,16,6,4,9.28,13.4,10.9,2.28,0.773,0.578,50.91
C,19,6,6,10.02,16.3,5.6,2.7,0.686,0.76,60.36
C,1,3,3,9.77,3.2,12.0,2.91,0.348,0.447,33.74
C,1,6,8,8.8,13.5,7.3,3.13,0.303,0.601,48.14
C,7,6,6,10.6,25.9,3.7,3.77,0.703,0.576,65.49
C,21,3,5,10.25,13.8,10.9,4.35,0.453,0.476,41.7
C,10,0,10,10.1,10.0,8.6,4.78,0.554,0.427,53.57
C,1,6,1,9.89,2.8,7.6,4.35,0.18,0.515,27.28
C,2,5,2,10.83,4.7,10.3,5.09,0.37,0.457,30.65
C,15,2,7,10.97,7.2,4.8,4.09,0.843,0.749,68.1
C,0,3,5,9.27,30.9,9.7,1.17,0.343,0.406,58.1
C,21,2,5,8.54,14.2,8.4,5.3,0.411,0.421,37.71
C,16,6,6,9.81,11.9,5.9,4.0,0.55,0.81,61.37
C,2,1,4,11.58,18.5,6.9,2.29,0.652,0.461,43.38
C,1,3,5,11.88,17.4,8.2,4.56,0.566,0.41,41.95
C,19,5,10,9.84,9.8,5.5,3.66,0.459,0.477,53.64
C,1,5,3,9.36,23.5,5.9,3.72,0.262,0.512,38.7
C,0,2,5,10.58,9.8,4.1,3.65,0.175,0.399,34.94
C,14,1,8,9.64,10.2,5.2,1.51,0.811,0.682,75.39
C,15,5,9,12.41,5.2,4.4,4.58,0.664,0.786,69.13
C,22,0,4,9.84,13.6,9.6,3.41,0.52,0.454,43.36
C,19,0,12,8.81,4.0,9.3,2.7,0.792,0.699,71.63
C,7,0,9,9.27,14.3,8.2,4.0,0.808,0.48,60.78
C,9,4,9,12.81,6.9,6.4,2.88,0.56,0.565,52.88
C,16,0,7,11.67,8.7,6.3,4.97,0.872,0.82,71.3
C,3,1,3,10.97,12.9,9.8,3.92,0.324,0.643,37.85
C,0,5,6,8.29,24.4,7.8,4.8,0.426,0.441,46.9
C,11,0,8,10.04,7.2,8.1,2.1,0.854,0.796,70.57
C,23,0,3,12.41,14.8,7.5,1.37,0.506,0.421,50.14
C,21,5,5,10.24,13.9,7.4,3.73,0.754,0.464,49.33
C,18,3,9,10.32,3.8,9.7,2.93,0.732,0.704,67.06
C,3,4,7,12.28,6.3,10.5,2.05,0.22,0.581,43.04
C,4,6,5,11.04,5.4,8.3,2.84,0.414,0.529,42.74
C,17,5,8,10.92,26.2,7.5,1.79,0.828,0.789,88.27
C,17,0,9,9.9,20.4,8.4,3.67,0.733,0.411,55.45
C,9,0,11,10.36,4.4,6.5,3.19,0.696,0.551,63.96
C,8,4,6,10.79,15.8,9.2,2.94,0.382,0.602,50.45
C,0,0,6,10.43,19.9,5.0,4.12,0.336,0.544,45.21
C,14,0,12,13.26,5.1,9.7,2.65,0.897,0.59,73.85
C,6,4,8,9.28,8.3,4.2,3.7,0.714,0.739,71.3
C,12,4,8,9.08,20.5,8.6,1.5,0.428,0.724,70.44
C,15,6,4,10.25,9.1,6.0,4.03,0.588,0.675,50.35
C,0,6,6,10.05,9.0,9.5,3.01,0.164,0.316,28.72
C,14,2,7,11.68,7.9,6.0,5.4,0.793,0.777,69.23
C,17,0,6,12.1,9.2,4.7,2.76,0.661,0.71,59.26
C,23,5,4,10.31,18.2,6.1,2.52,0.618,0.368,40.53
C,11,2,9,9.21,13.5,7.4,2.76,0.854,0.749,72.32
C,13,6,9,10.47,31.5,4.5,3.67,0.618,0.769,82.02
C,17,3,6,11.04,17.0,5.1,2.27,0.903,0.596,62.75
C,12,6,10,12.36,4.9,9.5,2.5,0.595,0.767,67.76
C,22,3,4,9.64,22.2,11.0,4.37,0.431,0.67,50.82
C,1,5,7,9.14,11.1,9.3,2.99,0.256,0.511,42.39
C,16,2,5,10.52,7.9,6.9,2.97,0.678,0.561,50.17
C,13,2,8,10.65,15.0,9.4,2.37,0.895,0.634,63.04
C,0,2,1,8.05,23.0,6.6,4.15,0.275,0.527,31.95
C,9,0,7,10.78,25.2,9.2,2.02,0.746,0.556,63.49
C,8,4,8,12.56,30.0,8.2,4.13,0.862,0.722,80.7
C,9,1,10,11.4,6.0,6.8,3.78,0.483,0.679,60.62
C,23,4,1,10.04,19.0,5.6,4.78,0.493,0.523,33.18
C,7,4,7,12.89,21.2,6.5,2.45,0.566,0.613,56.24
C,1,3,4,11.06,9.8,6.8,2.86,0.545,0.558,44.58
C,21,2,4,12.65,27.2,8.8,3.85,0.253,0.6,48.31
C,19,1,10,9.4,14.8,6.5,3.86,0.627,0.577,64.52
C,13,5,10,8.83,7.4,7.2,2.27,0.702,0.656,68.58
C,4,3,8,10.57,10.7,6.6,2.64,0.659,0.341,50.08
C,8,2,8,11.37,13.1,6.5,4.0,0.522,0.394,47.25
C,6,5,9,11.01,17.8,9.4,4.52,0.674,0.795,72.63
C,0,4,3,11.77,2.4,10.7,2.24,0.446,0.441,38.05
C,2,4,4,11.75,9.2,6.3,1.81,0.393,0.559,52.67
C,16,2,7,12.62,14.3,11.8,3.57,0.454,0.514,47.57
C,21,0,3,8.75,5.3,6.0,5.04,0.316,0.478,34.45
C,23,4,5,8.07,4.4,9.1,2.89,0.466,0.485,37.58
C,21,6,4,9.36,7.5,6.5,2.26,0.239,0.526,38.89
C,19,2,9,9.27,12.3,8.7,3.65,0.732,0.617,63.84
C,6,4,13,8.64,25.7,7.4,2.81,0.759,0.547,70.74
C,6,2,9,9.52,26.9,6.0,2.89,0.663,0.797,76.02
C,0,1,5,11.13,20.0,7.8,2.01,0.556,0.374,40.79
C,14,3,7,10.26,8.9,8.4,0.96,0.635,0.82,79.64
C,17,3,10,10.48,10.4,8.7,4.8,0.727,0.876,76.72
C,21,3,6,10.57,12.7,10.1,2.57,0.553,0.517,48.36
C,21,4,6,10.37,3.3,5.4,5.4,0.369,0.54,46.56
C,22,6,3,10.62,7.4,4.4,3.26,0.441,0.411,37.28
C,11,0,6,11.27,18.0,11.3,2.77,0.6,0.66,53.78
C,16,2,9,12.48,29.0,8.6,2.02,0.504,0.681,71.83
C,6,6,8,12.18,19.7,6.4,3.36,0.619,0.704,63.76
C,14,5,8,11.41,10.8,9.8,2.42,0.673,0.801,71.71
C,15,1,7,11.21,17.0,8.5,2.83,0.813,0.701,65.72
C,12,3,7,10.64,15.7,2.4,4.4,0.699,0.657,68.19
C,21,2,9,9.8,8.0,5.2,1.16,0.678,0.551,75.41
C,0,3,3,12.79,6.9,6.9,4.5,0.467,0.371,34.39
C,13,4,8,10.31,18.5,6.3,3.3,0.736,0.459,57.21
C,12,3,7,11.39,8.2,7.8,0.9,0.407,0.677,64.01
C,14,1,7,11.6,6.4,5.0,2.62,0.573,0.755,58.77
C,21,5,4,8.99,10.0,6.5,1.0,0.264,0.422,45.34
C,9,0,7,11.44,11.2,6.4,2.54,0.658,0.543,58.02
C,12,3,5,11.1,17.4,5.0,3.3,0.684,0.562,49.27
C,22,3,6,9.21,15.9,4.9,2.35,0.446,0.473,42.92
C,22,0,4,8.38,36.2,2.7,4.71,0.544,0.615,72.65
C,18,1,11,10.74,20.1,7.7,4.76,0.788,0.894,81.22
C,23,0,6,9.47,9.6,10.8,2.21,0.403,0.492,40.72
C,21,5,1,8.85,12.4,8.1,1.81,0.465,0.302,37.49
C,16,6,6,10.72,12.7,3.2,1.56,0.751,0.677,77.48
C,19,1,9,9.98,8.4,8.0,2.53,0.504,0.58,57.36
C,9,1,5,9.6,4.5,8.5,3.55,0.713,0.779,59.3
C,9,1,10,11.63,6.0,10.3,2.61,0.59,0.966,78.25
C,10,6,8,9.95,9.3,6.4,4.09,0.676,0.517,53.76
C,13,5,12,9.39,22.4,6.9,2.04,0.473,0.686,64.63
C,19,4,9,11.2,27.6,8.4,2.59,0.745,0.671,76.11
C,22,6,4,11.57,31.7,9.5,2.87,0.525,0.553,57.27
C,1,4,5,11.42,10.1,3.4,3.2,0.392,0.774,55.73
C,22,0,5,11.66,6.2,10.3,5.38,0.399,0.421,37.0
C,8,2,8,10.4,9.1,5.4,2.93,0.738,0.777,68.57
C,8,1,6,9.52,9.1,7.2,1.23,0.576,0.708,66.13
C,13,5,9,10.39,15.6,5.7,3.66,0.633,0.811,65.53
C,12,3,9,11.41,23.6,11.4,3.51,0.593,0.823,73.15
C,8,0,9,9.93,11.5,8.5,2.53,0.334,0.678,54.74
C,12,3,9,11.34,24.0,9.4,4.53,0.666,0.392,58.75
C,8,1,7,12.05,8.8,10.9,4.93,0.975,0.761,69.02
C,1,6,6,10.79,16.0,7.2,3.95,0.412,0.618,51.42
C,4,1,1,10.21,21.1,5.5,2.31,0.326,0.679,39.22
C,14,5,7,10.12,11.5,8.2,3.71,0.809,0.637,61.05
C,8,4,11,9.68,14.0,8.1,2.92,0.819,0.756,76.36
C,20,3,9,12.12,23.3,6.9,2.67,0.757,0.517,66.96
C,16,1,10,10.63,10.4,4.1,1.57,0.6,0.718,76.91
C,20,0,8,11.72,17.0,6.2,2.16,0.552,0.673,57.0
C,18,5,9,10.5,32.3,6.0,4.69,0.507,0.595,73.45
C,8,2,8,11.4,8.8,9.9,3.95,0.769,0.649,65.44
C,1,2,7,11.74,11.5,6.6,2.06,0.442,0.474,45.32
C,10,6,5,9.65,19.0,8.2,2.89,0.697,0.739,57.45
C,0,6,6,9.24,10.2,7.7,4.92,0.376,0.566,41.66
C,22,6,8,9.62,4.7,9.2,4.33,0.636,0.708,60.13
C,14,5,9,9.65,9.8,4.2,3.07,0.834,0.774,70.97
C,3,4,4,9.85,6.9,0.8,2.81,0.249,0.377,43.17
C,8,2,10,10.67,7.6,6.6,2.67,0.607,0.686,64.98
C,21,6,1,10.31,15.1,9.9,3.11,0.576,0.188,27.72
C,19,4,7,12.42,27.3,9.6,5.4,0.931,0.606,75.07
C,1,3,6,13.15,9.3,11.7,3.63,0.225,0.509,35.91
C,15,6,9,8.79,10.7,11.8,1.28,0.614,0.595,70.71
C,11,5,4,11.64,11.8,9.7,3.25,0.571,0.797,56.0
C,23,4,3,6.89,11.6,9.9,3.21,0.33,0.504,28.93
C,16,4,7,10.09,13.4,7.9,0.9,0.671,0.64,68.78
C,22,5,3,10.17,10.2,8.1,3.51,0.306,0.328,29.5
C,17,1,6,10.07,2.0,8.2,4.12,0.427,0.818,56.91
C,16,5,8,9.22,11.0,5.2,4.46,0.918,0.726,71.84
C,6,6,10,11.58,7.1,5.7,3.55,0.789,0.492,61.83
C,15,1,7,10.47,8.4,7.4,3.14,0.675,0.827,64.3
C,4,3,6,8.92,17.1,9.0,4.76,0.493,0.266,38.88
C,2,5,3,9.43,18.6,5.4,4.15,0.283,0.63,36.94
C,19,0,9,10.9,19.6,7.9,3.17,0.603,0.713,64.26
C,13,4,6,9.27,14.3,6.9,2.18,0.438,0.586,48.72
C,3,1,4,11.81,16.7,7.9,3.27,0.358,0.416,34.02
C,22,3,3,10.16,28.1,4.5,3.05,0.317,0.652,52.46
C,2,6,3,9.9,6.6,7.0,5.11,0.435,0.208,26.76
C,20,6,9,10.02,2.0,9.0,2.04,0.698,0.518,60.09
C,12,4,7,11.45,8.0,12.0,4.34,0.616,0.485,52.78
C,20,3,4,10.77,15.3,7.8,5.4,0.611,0.595,47.72
C,21,3,4,10.44,12.4,6.8,4.46,0.436,0.612,44.96
C,2,6,2,9.55,6.4,6.7,5.18,0.338,0.521,36.94
C,2,1,9,10.7,13.0,7.3,3.27,0.295,0.382,44.7
C,20,4,7,9.61,18.4,10.5,3.23,0.744,0.64,58.77
C,8,6,7,11.5,4.8,9.3,2.42,0.629,0.743,62.08
C,4,1,7,7.53,9.7,8.0,1.73,0.478,0.657,62.83
C,7,3,10,11.61,13.6,11.0,4.91,0.673,0.682,67.16
C,9,5,7,10.63,10.3,8.0,5.25,0.775,0.709,64.9
C,7,5,10,12.72,10.7,7.2,3.25,0.554,0.597,58.53
C,21,1,6,9.68,26.3,7.4,4.79,0.454,0.299,45.15
C,20,4,8,10.92,8.0,9.4,2.57,0.485,0.748,58.48
C,9,6,8,9.01,11.0,12.0,2.33,0.795,0.438,56.99
C,13,1,8,10.12,28.0,2.9,4.78,0.489,0.784,78.55
C,23,4,2,10.77,13.0,6.7,2.18,0.373,0.549,36.04
C,18,3,10,10.64,7.3,6.2,3.39,0.744,0.455,59.38
C,14,4,6,9.12,26.9,4.5,2.1,0.768,0.694,69.41
C,12,3,4,11.14,12.3,5.1,1.0,0.804,0.484,60.92
C,11,1,7,11.67,4.4,8.4,1.85,0.402,0.698,65.8
C,18,4,7,10.28,6.1,10.7,4.71,0.779,0.513,58.7
C,16,6,5,11.59,12.1,6.6,5.24,0.495,0.614,46.13
C,15,5,9,12.67,24.6,5.4,4.45,0.848,0.278,62.03
C,20,6,8,10.36,20.2,8.2,3.77,0.793,0.57,62.26
C,18,0,7,10.71,2.0,6.5,3.07,0.82,0.666,62.49
C,3,6,7,11.16,19.5,3.7,2.75,0.506,0.471,50.43
C,9,5,10,11.3,12.6,5.1,2.63,0.824,0.681,73.74
C,0,5,2,10.77,14.4,5.0,2.44,0.278,0.35,23.85
C,18,4,6,10.59,32.8,9.7,0.9,0.772,0.799,93.79
C,18,2,10,11.85,6.7,10.1,1.36,0.822,0.752,84.32
C,9,3,8,8.38,16.3,6.4,2.96,0.6,0.787,64.72
C,12,2,8,8.93,20.6,7.1,3.86,0.501,0.655,55.44
C,5,3,7,9.87,13.3,9.5,2.55,0.339,0.442,43.56
C,16,1,3,10.51,9.7,5.2,2.58,0.851,0.586,52.6
C,8,0,9,11.47,22.2,10.2,2.7,0.703,0.674,68.73
C,11,6,9,11.43,31.4,7.5,2.47,0.636,0.679,75.26
C,12,2,7,9.83,8.0,5.9,2.34,0.753,0.884,71.74
C,19,2,8,10.26,14.3,7.6,1.25,0.537,0.502,62.87
C,17,4,7,12.45,13.4,7.8,2.6,0.783,0.644,61.76
C,15,3,10,11.92,27.9,8.9,3.72,0.748,0.75,82.48
C,10,2,8,9.46,20.3,8.4,3.5,0.708,0.648,62.98
C,10,4,10,10.55,15.3,8.2,3.35,0.538,0.731,64.02
C,23,0,7,9.42,17.9,8.8,3.42,0.5,0.505,46.32
C,16,0,8,11.54,8.5,5.7,2.24,0.572,0.853,66.61
C,22,4,8,12.14,18.6,10.6,5.39,0.366,0.553,47.4
C,11,3,8,7.93,12.4,4.5,0.94,0.589,0.577,69.64
